AGGROUP;DATA_PROPOSTA;DATA_MES;COUNT;MOTOR
NovoCliente - SerasaFopag - Decline - Resposta:recusa_OutrosProdutos;31JUL2021:00:00:00;31JUL2021:00:00:00;1;Fopag
NovoCliente - SerasaFopag - Decline - Resposta:recusa_OutrosProdutos;03AUG2021:00:00:00;03AUG2021:00:00:00;6;Fopag
NovoCliente - SerasaFopag - Decline - Resposta:recusa_OutrosProdutos;04AUG2021:00:00:00;04AUG2021:00:00:00;7;Fopag
NovoCliente - SerasaFopag - Decline - Resposta:recusa_OutrosProdutos;05AUG2021:00:00:00;05AUG2021:00:00:00;10;Fopag
NovoCliente - SerasaFopag - Decline - Resposta:recusa_OutrosProdutos;06AUG2021:00:00:00;06AUG2021:00:00:00;5;Fopag
NovoCliente - SerasaFopag - Decline - Resposta:recusa_OutrosProdutos;07AUG2021:00:00:00;07AUG2021:00:00:00;2;Fopag
NovoCliente - SerasaFopag - Decline - Resposta:recusa_OutrosProdutos;09AUG2021:00:00:00;09AUG2021:00:00:00;5;Fopag
NovoCliente - SerasaFopag - Decline - Resposta:recusa_OutrosProdutos;10AUG2021:00:00:00;10AUG2021:00:00:00;7;Fopag
NovoCliente - SerasaFopag - Decline - Resposta:recusa_OutrosProdutos;11AUG2021:00:00:00;11AUG2021:00:00:00;8;Fopag
NovoCliente - SerasaFopag - Decline - Resposta:recusa_OutrosProdutos;12AUG2021:00:00:00;12AUG2021:00:00:00;5;Fopag
NovoCliente - SerasaFopag - Decline - Resposta:recusa_OutrosProdutos;13AUG2021:00:00:00;13AUG2021:00:00:00;6;Fopag
NovoCliente - SerasaFopag - Decline - Resposta:recusa_OutrosProdutos;16AUG2021:00:00:00;16AUG2021:00:00:00;2;Fopag
NovoCliente - SerasaFopag - Decline - Resposta:recusa_OutrosProdutos;17AUG2021:00:00:00;17AUG2021:00:00:00;7;Fopag
NovoCliente - SerasaFopag - Decline - Resposta:recusa_OutrosProdutos;18AUG2021:00:00:00;18AUG2021:00:00:00;9;Fopag
NovoCliente - SerasaFopag - Decline - Resposta:recusa_OutrosProdutos;19AUG2021:00:00:00;19AUG2021:00:00:00;8;Fopag
NovoCliente - SerasaFopag - Decline - Resposta:recusa_OutrosProdutos;20AUG2021:00:00:00;20AUG2021:00:00:00;1;Fopag
NovoCliente - SerasaFopag - Decline - Resposta:recusa_OutrosProdutos;21AUG2021:00:00:00;21AUG2021:00:00:00;1;Fopag
NovoCliente - SerasaFopag - Decline - Resposta:recusa_OutrosProdutos;23AUG2021:00:00:00;23AUG2021:00:00:00;2;Fopag
NovoCliente - SerasaFopag - Decline - Resposta:recusa_OutrosProdutos;24AUG2021:00:00:00;24AUG2021:00:00:00;4;Fopag
NovoCliente - SerasaFopag - Decline - Resposta:recusa_OutrosProdutos;25AUG2021:00:00:00;25AUG2021:00:00:00;1;Fopag
NovoCliente - SerasaFopag - Decline - Resposta:recusa_OutrosProdutos;26AUG2021:00:00:00;26AUG2021:00:00:00;4;Fopag
NovoCliente - SerasaFopag - Decline - Resposta:recusa_OutrosProdutos;27AUG2021:00:00:00;27AUG2021:00:00:00;2;Fopag
NovoCliente - SerasaFopag - Decline - Resposta:recusa_OutrosProdutos;28AUG2021:00:00:00;28AUG2021:00:00:00;3;Fopag
NovoCliente - SerasaFopag - Decline - Resposta:recusa_OutrosProdutos;30AUG2021:00:00:00;30AUG2021:00:00:00;3;Fopag
NovoCliente - SerasaFopag - Decline - Resposta:recusa_OutrosProdutos;31AUG2021:00:00:00;31AUG2021:00:00:00;3;Fopag
NovoCliente - SerasaFopag - Decline - Resposta:recusa_OutrosProdutos;01SEP2021:00:00:00;01SEP2021:00:00:00;2;Fopag
NovoCliente - SerasaFopag - Decline - Resposta:recusa_OutrosProdutos;02SEP2021:00:00:00;02SEP2021:00:00:00;1;Fopag
NovoCliente - SerasaFopag - Decline - Resposta:recusa_OutrosProdutos;03SEP2021:00:00:00;03SEP2021:00:00:00;2;Fopag
NovoCliente - SerasaFopag - Decline - Resposta:recusa_OutrosProdutos;05SEP2021:00:00:00;05SEP2021:00:00:00;1;Fopag
NovoCliente - SerasaFopag - Decline - Resposta:recusa_OutrosProdutos;06SEP2021:00:00:00;06SEP2021:00:00:00;15;Fopag
NovoCliente - SerasaFopag - Decline - Resposta:recusa_OutrosProdutos;07SEP2021:00:00:00;07SEP2021:00:00:00;1;Fopag
NovoCliente - SerasaFopag - Decline - Resposta:recusa_OutrosProdutos;08SEP2021:00:00:00;08SEP2021:00:00:00;26;Fopag
NovoCliente - SerasaFopag - Decline - Resposta:recusa_OutrosProdutos;09SEP2021:00:00:00;09SEP2021:00:00:00;1;Fopag
NovoCliente - SerasaFopag - Decline - Resposta:recusa_OutrosProdutos;10SEP2021:00:00:00;10SEP2021:00:00:00;1;Fopag
NovoCliente - SerasaFopag - Decline - Resposta:recusa_OutrosProdutos;14SEP2021:00:00:00;14SEP2021:00:00:00;6;Fopag
NovoCliente - SerasaFopag - Decline - Resposta:recusa_OutrosProdutos;15SEP2021:00:00:00;15SEP2021:00:00:00;4;Fopag
NovoCliente - SerasaFopag - Decline - Resposta:recusa_OutrosProdutos;16SEP2021:00:00:00;16SEP2021:00:00:00;2;Fopag
NovoCliente - SerasaFopag - Decline - Resposta:recusa_OutrosProdutos;17SEP2021:00:00:00;17SEP2021:00:00:00;1;Fopag
NovoCliente - SerasaFopag - Decline - Resposta:recusa_OutrosProdutos;18SEP2021:00:00:00;18SEP2021:00:00:00;1;Fopag
NovoCliente - SerasaFopag - Decline - Resposta:recusa_OutrosProdutos;21SEP2021:00:00:00;21SEP2021:00:00:00;1;Fopag
NovoCliente - SerasaFopag - Decline - Resposta:recusa_OutrosProdutos;22SEP2021:00:00:00;22SEP2021:00:00:00;1;Fopag
NovoCliente - SerasaFopag - Decline - Resposta:recusa_OutrosProdutos;23SEP2021:00:00:00;23SEP2021:00:00:00;2;Fopag
NovoCliente - SerasaFopag - Decline - Resposta:recusa_OutrosProdutos;24SEP2021:00:00:00;24SEP2021:00:00:00;1;Fopag
NovoCliente - SerasaFopag - Decline - Resposta:recusa_OutrosProdutos;25SEP2021:00:00:00;25SEP2021:00:00:00;1;Fopag
NovoCliente - SerasaFopag - Decline - Resposta:recusa_OutrosProdutos;27SEP2021:00:00:00;27SEP2021:00:00:00;2;Fopag
NovoCliente - SerasaFopag - Decline - Resposta:recusa_OutrosProdutos;28SEP2021:00:00:00;28SEP2021:00:00:00;5;Fopag
NovoCliente - SerasaFopag - Decline - Resposta:recusa_OutrosProdutos;29SEP2021:00:00:00;29SEP2021:00:00:00;2;Fopag
NovoCliente - SerasaFopag - Approve -;09DEC2021:00:00:00;09DEC2021:00:00:00;68;Fopag
NovoCliente - SerasaFopag - Approve -;10DEC2021:00:00:00;10DEC2021:00:00:00;75;Fopag
NovoCliente - SerasaFopag - Approve -;11DEC2021:00:00:00;11DEC2021:00:00:00;13;Fopag
NovoCliente - SerasaFopag - Approve -;12DEC2021:00:00:00;12DEC2021:00:00:00;8;Fopag
NovoCliente - SerasaFopag - Approve -;13DEC2021:00:00:00;13DEC2021:00:00:00;61;Fopag
NovoCliente - SerasaFopag - Approve -;14DEC2021:00:00:00;14DEC2021:00:00:00;50;Fopag
NovoCliente - SerasaFopag - Approve -;15DEC2021:00:00:00;15DEC2021:00:00:00;63;Fopag
NovoCliente - SerasaFopag - Approve -;16DEC2021:00:00:00;16DEC2021:00:00:00;54;Fopag
NovoCliente - SerasaFopag - Approve -;17DEC2021:00:00:00;17DEC2021:00:00:00;53;Fopag
NovoCliente - SerasaFopag - Approve -;18DEC2021:00:00:00;18DEC2021:00:00:00;19;Fopag
NovoCliente - SerasaFopag - Approve -;19DEC2021:00:00:00;19DEC2021:00:00:00;5;Fopag
NovoCliente - SerasaFopag - Approve -;20DEC2021:00:00:00;20DEC2021:00:00:00;44;Fopag
NovoCliente - SerasaFopag - Approve -;21DEC2021:00:00:00;21DEC2021:00:00:00;47;Fopag
NovoCliente - SerasaFopag - Approve -;22DEC2021:00:00:00;22DEC2021:00:00:00;32;Fopag
NovoCliente - SerasaFopag - Approve -;23DEC2021:00:00:00;23DEC2021:00:00:00;40;Fopag
NovoCliente - SerasaFopag - Approve -;24DEC2021:00:00:00;24DEC2021:00:00:00;13;Fopag
NovoCliente - SerasaFopag - Approve -;25DEC2021:00:00:00;25DEC2021:00:00:00;2;Fopag
NovoCliente - SerasaFopag - Approve -;26DEC2021:00:00:00;26DEC2021:00:00:00;9;Fopag
NovoCliente - SerasaFopag - Approve -;27DEC2021:00:00:00;27DEC2021:00:00:00;36;Fopag
NovoCliente - SerasaFopag - Approve -;28DEC2021:00:00:00;28DEC2021:00:00:00;43;Fopag
NovoCliente - SerasaFopag - Approve -;29DEC2021:00:00:00;29DEC2021:00:00:00;89;Fopag
NovoCliente - SerasaFopag - Approve -;30DEC2021:00:00:00;30DEC2021:00:00:00;58;Fopag
NovoCliente - SerasaFopag - Approve -;31DEC2021:00:00:00;31DEC2021:00:00:00;9;Fopag
NovoCliente - SerasaFopag - Approve -;01JAN2022:00:00:00;01JAN2022:00:00:00;2;Fopag
NovoCliente - SerasaFopag - Approve -;02JAN2022:00:00:00;02JAN2022:00:00:00;5;Fopag
NovoCliente - SerasaFopag - Approve -;03JAN2022:00:00:00;03JAN2022:00:00:00;32;Fopag
NovoCliente - SerasaFopag - Approve -;04JAN2022:00:00:00;04JAN2022:00:00:00;39;Fopag
NovoCliente - SerasaFopag - Approve -;05JAN2022:00:00:00;05JAN2022:00:00:00;41;Fopag
NovoCliente - SerasaFopag - Approve -;06JAN2022:00:00:00;06JAN2022:00:00:00;45;Fopag
NovoCliente - SerasaFopag - Approve -;07JAN2022:00:00:00;07JAN2022:00:00:00;32;Fopag
NovoCliente - SerasaFopag - Approve -;08JAN2022:00:00:00;08JAN2022:00:00:00;17;Fopag
NovoCliente - SerasaFopag - Approve -;09JAN2022:00:00:00;09JAN2022:00:00:00;6;Fopag
NovoCliente - SerasaFopag - Approve -;10JAN2022:00:00:00;10JAN2022:00:00:00;47;Fopag
NovoCliente - SerasaFopag - Approve -;11JAN2022:00:00:00;11JAN2022:00:00:00;50;Fopag
NovoCliente - SerasaFopag - Approve -;12JAN2022:00:00:00;12JAN2022:00:00:00;51;Fopag
NovoCliente - SerasaFopag - Approve -;13JAN2022:00:00:00;13JAN2022:00:00:00;49;Fopag
NovoCliente - SerasaFopag - Approve -;14JAN2022:00:00:00;14JAN2022:00:00:00;56;Fopag
NovoCliente - SerasaFopag - Approve -;15JAN2022:00:00:00;15JAN2022:00:00:00;1;Fopag
NovoCliente - SerasaFopag - Approve -;17JAN2022:00:00:00;17JAN2022:00:00:00;55;Fopag
NovoCliente - SerasaFopag - Approve -;18JAN2022:00:00:00;18JAN2022:00:00:00;169;Fopag
NovoCliente - SerasaFopag - Approve -;19JAN2022:00:00:00;19JAN2022:00:00:00;41;Fopag
NovoCliente - SerasaFopag - Approve -;20JAN2022:00:00:00;20JAN2022:00:00:00;36;Fopag
NovoCliente - SerasaFopag - Approve -;21JAN2022:00:00:00;21JAN2022:00:00:00;25;Fopag
NovoCliente - SerasaFopag - Approve -;22JAN2022:00:00:00;22JAN2022:00:00:00;12;Fopag
NovoCliente - SerasaFopag - Approve -;23JAN2022:00:00:00;23JAN2022:00:00:00;5;Fopag
NovoCliente - SerasaFopag - Approve -;24JAN2022:00:00:00;24JAN2022:00:00:00;33;Fopag
NovoCliente - SerasaFopag - Approve -;25JAN2022:00:00:00;25JAN2022:00:00:00;23;Fopag
NovoCliente - SerasaFopag - Approve -;26JAN2022:00:00:00;26JAN2022:00:00:00;31;Fopag
NovoCliente - SerasaFopag - Approve -;27JAN2022:00:00:00;27JAN2022:00:00:00;35;Fopag
NovoCliente - SerasaFopag - Approve -;28JAN2022:00:00:00;28JAN2022:00:00:00;41;Fopag
NovoCliente - SerasaFopag - Approve -;29JAN2022:00:00:00;29JAN2022:00:00:00;15;Fopag
NovoCliente - SerasaFopag - Approve -;30JAN2022:00:00:00;30JAN2022:00:00:00;5;Fopag
NovoCliente - SerasaFopag - Approve -;31JAN2022:00:00:00;31JAN2022:00:00:00;50;Fopag
NovoCliente - SerasaFopag - Approve -;01FEB2022:00:00:00;01FEB2022:00:00:00;42;Fopag
NovoCliente - SerasaFopag - Approve -;02FEB2022:00:00:00;02FEB2022:00:00:00;124;Fopag
NovoCliente - SerasaFopag - Approve -;03FEB2022:00:00:00;03FEB2022:00:00:00;41;Fopag
NovoCliente - SerasaFopag - Approve -;04FEB2022:00:00:00;04FEB2022:00:00:00;8;Fopag
NovoCliente - SerasaFopag - Decline - Resposta:recusa_OutrosProdutos;05JAN2021:00:00:00;05JAN2021:00:00:00;1;Fopag
NovoCliente - SerasaFopag - Decline - Resposta:recusa_OutrosProdutos;09JAN2021:00:00:00;09JAN2021:00:00:00;1;Fopag
NovoCliente - SerasaFopag - Decline - Resposta:recusa_OutrosProdutos;11JAN2021:00:00:00;11JAN2021:00:00:00;3;Fopag
NovoCliente - SerasaFopag - Decline - Resposta:recusa_OutrosProdutos;13JAN2021:00:00:00;13JAN2021:00:00:00;2;Fopag
NovoCliente - SerasaFopag - Decline - Resposta:recusa_OutrosProdutos;14JAN2021:00:00:00;14JAN2021:00:00:00;2;Fopag
NovoCliente - SerasaFopag - Decline - Resposta:recusa_OutrosProdutos;15JAN2021:00:00:00;15JAN2021:00:00:00;2;Fopag
NovoCliente - SerasaFopag - Decline - Resposta:recusa_OutrosProdutos;19JAN2021:00:00:00;19JAN2021:00:00:00;1;Fopag
NovoCliente - SerasaFopag - Decline - Resposta:recusa_OutrosProdutos;21JAN2021:00:00:00;21JAN2021:00:00:00;1;Fopag
NovoCliente - SerasaFopag - Decline - Resposta:recusa_OutrosProdutos;25JAN2021:00:00:00;25JAN2021:00:00:00;2;Fopag
NovoCliente - SerasaFopag - Decline - Resposta:recusa_OutrosProdutos;29JAN2021:00:00:00;29JAN2021:00:00:00;1;Fopag
NovoCliente - SerasaFopag - Decline - Resposta:recusa_OutrosProdutos;01FEB2021:00:00:00;01FEB2021:00:00:00;2;Fopag
NovoCliente - SerasaFopag - Decline - Resposta:recusa_OutrosProdutos;02FEB2021:00:00:00;02FEB2021:00:00:00;1;Fopag
NovoCliente - SerasaFopag - Decline - Resposta:recusa_OutrosProdutos;03FEB2021:00:00:00;03FEB2021:00:00:00;1;Fopag
NovoCliente - SerasaFopag - Decline - Resposta:recusa_OutrosProdutos;12FEB2021:00:00:00;12FEB2021:00:00:00;1;Fopag
NovoCliente - SerasaFopag - Decline - Resposta:recusa_OutrosProdutos;13FEB2021:00:00:00;13FEB2021:00:00:00;1;Fopag
NovoCliente - SerasaFopag - Decline - Resposta:recusa_OutrosProdutos;18FEB2021:00:00:00;18FEB2021:00:00:00;2;Fopag
NovoCliente - SerasaFopag - Decline - Resposta:recusa_OutrosProdutos;19FEB2021:00:00:00;19FEB2021:00:00:00;1;Fopag
NovoCliente - SerasaFopag - Decline - Resposta:recusa_OutrosProdutos;23FEB2021:00:00:00;23FEB2021:00:00:00;2;Fopag
NovoCliente - SerasaFopag - Decline - Resposta:recusa_OutrosProdutos;24FEB2021:00:00:00;24FEB2021:00:00:00;1;Fopag
NovoCliente - SerasaFopag - Decline - Resposta:recusa_OutrosProdutos;25FEB2021:00:00:00;25FEB2021:00:00:00;6;Fopag
NovoCliente - SerasaFopag - Decline - Resposta:recusa_OutrosProdutos;26FEB2021:00:00:00;26FEB2021:00:00:00;2;Fopag
NovoCliente - SerasaFopag - Decline - Resposta:recusa_OutrosProdutos;27FEB2021:00:00:00;27FEB2021:00:00:00;1;Fopag
NovoCliente - SerasaFopag - Decline - Resposta:recusa_OutrosProdutos;02MAR2021:00:00:00;02MAR2021:00:00:00;2;Fopag
NovoCliente - SerasaFopag - Decline - Resposta:recusa_OutrosProdutos;05MAR2021:00:00:00;05MAR2021:00:00:00;2;Fopag
NovoCliente - SerasaFopag - Decline - Resposta:recusa_OutrosProdutos;06MAR2021:00:00:00;06MAR2021:00:00:00;2;Fopag
NovoCliente - SerasaFopag - Decline - Resposta:recusa_OutrosProdutos;09MAR2021:00:00:00;09MAR2021:00:00:00;3;Fopag
NovoCliente - SerasaFopag - Decline - Resposta:recusa_OutrosProdutos;10MAR2021:00:00:00;10MAR2021:00:00:00;5;Fopag
NovoCliente - SerasaFopag - Decline - Resposta:recusa_OutrosProdutos;11MAR2021:00:00:00;11MAR2021:00:00:00;13;Fopag
NovoCliente - SerasaFopag - Decline - Resposta:recusa_OutrosProdutos;12MAR2021:00:00:00;12MAR2021:00:00:00;4;Fopag
NovoCliente - SerasaFopag - Decline - Resposta:recusa_OutrosProdutos;13MAR2021:00:00:00;13MAR2021:00:00:00;2;Fopag
NovoCliente - SerasaFopag - Decline - Resposta:recusa_OutrosProdutos;15MAR2021:00:00:00;15MAR2021:00:00:00;1;Fopag
NovoCliente - SerasaFopag - Decline - Resposta:recusa_OutrosProdutos;17MAR2021:00:00:00;17MAR2021:00:00:00;1;Fopag
NovoCliente - SerasaFopag - Decline - Resposta:recusa_OutrosProdutos;18MAR2021:00:00:00;18MAR2021:00:00:00;1;Fopag
NovoCliente - SerasaFopag - Decline - Resposta:recusa_OutrosProdutos;19MAR2021:00:00:00;19MAR2021:00:00:00;3;Fopag
NovoCliente - SerasaFopag - Decline - Resposta:recusa_OutrosProdutos;20MAR2021:00:00:00;20MAR2021:00:00:00;1;Fopag
NovoCliente - SerasaFopag - Decline - Resposta:recusa_OutrosProdutos;22MAR2021:00:00:00;22MAR2021:00:00:00;1;Fopag
NovoCliente - SerasaFopag - Decline - Resposta:recusa_OutrosProdutos;23MAR2021:00:00:00;23MAR2021:00:00:00;2;Fopag
NovoCliente - SerasaFopag - Decline - Resposta:recusa_OutrosProdutos;24MAR2021:00:00:00;24MAR2021:00:00:00;1;Fopag
NovoCliente - SerasaFopag - Decline - Resposta:recusa_OutrosProdutos;25MAR2021:00:00:00;25MAR2021:00:00:00;1;Fopag
NovoCliente - SerasaFopag - Decline - Resposta:recusa_OutrosProdutos;26MAR2021:00:00:00;26MAR2021:00:00:00;1;Fopag
NovoCliente - SerasaFopag - Decline - Resposta:recusa_OutrosProdutos;27MAR2021:00:00:00;27MAR2021:00:00:00;1;Fopag
NovoCliente - SerasaFopag - Decline - Resposta:recusa_OutrosProdutos;30MAR2021:00:00:00;30MAR2021:00:00:00;7;Fopag
NovoCliente - SerasaFopag - Decline - Resposta:recusa_OutrosProdutos;31MAR2021:00:00:00;31MAR2021:00:00:00;4;Fopag
NovoCliente - SerasaFopag - Decline - Resposta:recusa_OutrosProdutos;05APR2021:00:00:00;05APR2021:00:00:00;2;Fopag
NovoCliente - SerasaFopag - Decline - Resposta:recusa_OutrosProdutos;06APR2021:00:00:00;06APR2021:00:00:00;2;Fopag
NovoCliente - SerasaFopag - Decline - Resposta:recusa_OutrosProdutos;07APR2021:00:00:00;07APR2021:00:00:00;1;Fopag
NovoCliente - SerasaFopag - Decline - Resposta:recusa_OutrosProdutos;09APR2021:00:00:00;09APR2021:00:00:00;1;Fopag
NovoCliente - SerasaFopag - Decline - Resposta:recusa_OutrosProdutos;10APR2021:00:00:00;10APR2021:00:00:00;1;Fopag
NovoCliente - SerasaFopag - Decline - Resposta:recusa_OutrosProdutos;13APR2021:00:00:00;13APR2021:00:00:00;12;Fopag
NovoCliente - SerasaFopag - Decline - Resposta:recusa_OutrosProdutos;14APR2021:00:00:00;14APR2021:00:00:00;1;Fopag
NovoCliente - SerasaFopag - Decline - Resposta:recusa_OutrosProdutos;17APR2021:00:00:00;17APR2021:00:00:00;4;Fopag
NovoCliente - SerasaFopag - Decline - Resposta:recusa_OutrosProdutos;19APR2021:00:00:00;19APR2021:00:00:00;5;Fopag
NovoCliente - SerasaFopag - Decline - Resposta:recusa_OutrosProdutos;20APR2021:00:00:00;20APR2021:00:00:00;12;Fopag
NovoCliente - SerasaFopag - Decline - Resposta:recusa_OutrosProdutos;22APR2021:00:00:00;22APR2021:00:00:00;2;Fopag
NovoCliente - SerasaFopag - Decline - Resposta:recusa_OutrosProdutos;23APR2021:00:00:00;23APR2021:00:00:00;2;Fopag
NovoCliente - SerasaFopag - Decline - Resposta:recusa_OutrosProdutos;24APR2021:00:00:00;24APR2021:00:00:00;1;Fopag
NovoCliente - SerasaFopag - Decline - Resposta:recusa_OutrosProdutos;26APR2021:00:00:00;26APR2021:00:00:00;1;Fopag
NovoCliente - SerasaFopag - Decline - Resposta:recusa_OutrosProdutos;27APR2021:00:00:00;27APR2021:00:00:00;1;Fopag
NovoCliente - SerasaFopag - Decline - Resposta:recusa_OutrosProdutos;28APR2021:00:00:00;28APR2021:00:00:00;2;Fopag
NovoCliente - SerasaFopag - Decline - Resposta:recusa_OutrosProdutos;29APR2021:00:00:00;29APR2021:00:00:00;1;Fopag
NovoCliente - SerasaFopag - Decline - Resposta:recusa_OutrosProdutos;30APR2021:00:00:00;30APR2021:00:00:00;1;Fopag
NovoCliente - SerasaFopag - Decline - Resposta:recusa_OutrosProdutos;01MAY2021:00:00:00;01MAY2021:00:00:00;1;Fopag
NovoCliente - SerasaFopag - Decline - Resposta:recusa_OutrosProdutos;05MAY2021:00:00:00;05MAY2021:00:00:00;3;Fopag
NovoCliente - SerasaFopag - Decline - Resposta:recusa_OutrosProdutos;06MAY2021:00:00:00;06MAY2021:00:00:00;2;Fopag
NovoCliente - SerasaFopag - Decline - Resposta:recusa_OutrosProdutos;07MAY2021:00:00:00;07MAY2021:00:00:00;12;Fopag
NovoCliente - SerasaFopag - Decline - Resposta:recusa_OutrosProdutos;08MAY2021:00:00:00;08MAY2021:00:00:00;2;Fopag
NovoCliente - SerasaFopag - Decline - Resposta:recusa_OutrosProdutos;11MAY2021:00:00:00;11MAY2021:00:00:00;2;Fopag
NovoCliente - SerasaFopag - Decline - Resposta:recusa_OutrosProdutos;12MAY2021:00:00:00;12MAY2021:00:00:00;1;Fopag
NovoCliente - SerasaFopag - Decline - Resposta:recusa_OutrosProdutos;13MAY2021:00:00:00;13MAY2021:00:00:00;2;Fopag
NovoCliente - SerasaFopag - Decline - Resposta:recusa_OutrosProdutos;14MAY2021:00:00:00;14MAY2021:00:00:00;4;Fopag
NovoCliente - SerasaFopag - Decline - Resposta:recusa_OutrosProdutos;15MAY2021:00:00:00;15MAY2021:00:00:00;2;Fopag
NovoCliente - SerasaFopag - Decline - Resposta:recusa_OutrosProdutos;17MAY2021:00:00:00;17MAY2021:00:00:00;1;Fopag
NovoCliente - SerasaFopag - Decline - Resposta:recusa_OutrosProdutos;18MAY2021:00:00:00;18MAY2021:00:00:00;2;Fopag
NovoCliente - SerasaFopag - Decline - Resposta:recusa_OutrosProdutos;20MAY2021:00:00:00;20MAY2021:00:00:00;4;Fopag
NovoCliente - SerasaFopag - Decline - Resposta:recusa_OutrosProdutos;21MAY2021:00:00:00;21MAY2021:00:00:00;2;Fopag
NovoCliente - SerasaFopag - Decline - Resposta:recusa_OutrosProdutos;24MAY2021:00:00:00;24MAY2021:00:00:00;3;Fopag
NovoCliente - SerasaFopag - Decline - Resposta:recusa_OutrosProdutos;25MAY2021:00:00:00;25MAY2021:00:00:00;2;Fopag
NovoCliente - SerasaFopag - Decline - Resposta:recusa_OutrosProdutos;26MAY2021:00:00:00;26MAY2021:00:00:00;1;Fopag
NovoCliente - SerasaFopag - Decline - Resposta:recusa_OutrosProdutos;27MAY2021:00:00:00;27MAY2021:00:00:00;3;Fopag
NovoCliente - SerasaFopag - Decline - Resposta:recusa_OutrosProdutos;28MAY2021:00:00:00;28MAY2021:00:00:00;3;Fopag
NovoCliente - SerasaFopag - Decline - Resposta:recusa_OutrosProdutos;31MAY2021:00:00:00;31MAY2021:00:00:00;1;Fopag
NovoCliente - SerasaFopag - Decline - Resposta:recusa_OutrosProdutos;02JUN2021:00:00:00;02JUN2021:00:00:00;3;Fopag
NovoCliente - SerasaFopag - Decline - Resposta:recusa_OutrosProdutos;04JUN2021:00:00:00;04JUN2021:00:00:00;3;Fopag
NovoCliente - SerasaFopag - Decline - Resposta:recusa_OutrosProdutos;07JUN2021:00:00:00;07JUN2021:00:00:00;5;Fopag
NovoCliente - SerasaFopag - Decline - Resposta:recusa_OutrosProdutos;08JUN2021:00:00:00;08JUN2021:00:00:00;5;Fopag
NovoCliente - SerasaFopag - Decline - Resposta:recusa_OutrosProdutos;09JUN2021:00:00:00;09JUN2021:00:00:00;2;Fopag
NovoCliente - SerasaFopag - Decline - Resposta:recusa_OutrosProdutos;10JUN2021:00:00:00;10JUN2021:00:00:00;7;Fopag
NovoCliente - SerasaFopag - Decline - Resposta:recusa_OutrosProdutos;11JUN2021:00:00:00;11JUN2021:00:00:00;1;Fopag
NovoCliente - SerasaFopag - Decline - Resposta:recusa_OutrosProdutos;12JUN2021:00:00:00;12JUN2021:00:00:00;3;Fopag
NovoCliente - SerasaFopag - Decline - Resposta:recusa_OutrosProdutos;13JUN2021:00:00:00;13JUN2021:00:00:00;1;Fopag
NovoCliente - SerasaFopag - Decline - Resposta:recusa_OutrosProdutos;14JUN2021:00:00:00;14JUN2021:00:00:00;1;Fopag
NovoCliente - SerasaFopag - Decline - Resposta:recusa_OutrosProdutos;15JUN2021:00:00:00;15JUN2021:00:00:00;4;Fopag
NovoCliente - SerasaFopag - Decline - Resposta:recusa_OutrosProdutos;16JUN2021:00:00:00;16JUN2021:00:00:00;7;Fopag
NovoCliente - SerasaFopag - Decline - Resposta:recusa_OutrosProdutos;17JUN2021:00:00:00;17JUN2021:00:00:00;11;Fopag
NovoCliente - SerasaFopag - Decline - Resposta:recusa_OutrosProdutos;18JUN2021:00:00:00;18JUN2021:00:00:00;1;Fopag
NovoCliente - SerasaFopag - Decline - Resposta:recusa_OutrosProdutos;19JUN2021:00:00:00;19JUN2021:00:00:00;1;Fopag
NovoCliente - SerasaFopag - Decline - Resposta:recusa_OutrosProdutos;20JUN2021:00:00:00;20JUN2021:00:00:00;2;Fopag
NovoCliente - SerasaFopag - Decline - Resposta:recusa_OutrosProdutos;21JUN2021:00:00:00;21JUN2021:00:00:00;2;Fopag
NovoCliente - SerasaFopag - Decline - Resposta:recusa_OutrosProdutos;22JUN2021:00:00:00;22JUN2021:00:00:00;4;Fopag
NovoCliente - SerasaFopag - Decline - Resposta:recusa_OutrosProdutos;23JUN2021:00:00:00;23JUN2021:00:00:00;6;Fopag
NovoCliente - SerasaFopag - Decline - Resposta:recusa_OutrosProdutos;24JUN2021:00:00:00;24JUN2021:00:00:00;4;Fopag
NovoCliente - SerasaFopag - Decline - Resposta:recusa_OutrosProdutos;25JUN2021:00:00:00;25JUN2021:00:00:00;4;Fopag
NovoCliente - SerasaFopag - Decline - Resposta:recusa_OutrosProdutos;26JUN2021:00:00:00;26JUN2021:00:00:00;1;Fopag
NovoCliente - SerasaFopag - Decline - Resposta:recusa_OutrosProdutos;27JUN2021:00:00:00;27JUN2021:00:00:00;1;Fopag
NovoCliente - SerasaFopag - Decline - Resposta:recusa_OutrosProdutos;28JUN2021:00:00:00;28JUN2021:00:00:00;2;Fopag
NovoCliente - SerasaFopag - Decline - Resposta:recusa_OutrosProdutos;29JUN2021:00:00:00;29JUN2021:00:00:00;4;Fopag
NovoCliente - SerasaFopag - Decline - Resposta:recusa_OutrosProdutos;30JUN2021:00:00:00;30JUN2021:00:00:00;4;Fopag
ManutencaoSobDemandaNovo - SerasaFopag - Decline - |Resposta:Recusa_Restritivos_Serasa;10SEP2021:00:00:00;10SEP2021:00:00:00;4;Fopag
ManutencaoSobDemandaNovo - SerasaFopag - Decline - |Resposta:Recusa_Restritivos_Serasa;12SEP2021:00:00:00;12SEP2021:00:00:00;22;Fopag
